id,front,back,example
464,عملگرا,پرداختن به چیزها به طور عملی نه نظری.,رویکرد عملگرا به سیاست مهاجرت تعهدات بشردوستانه را با ظرفیت اجتماعی واقع‌بینانه متعادل می‌کند.
465,ناپایدار,نامطمئن و احتمالاً رو به وخامت؛ بی‌ثبات.,افزایش قراردادهای بدون ساعت ثابت بسیاری از کارگران را در موقعیتی از نظر مالی ناپایدار و ناامن رها کرده است.
466,پیشگیرانه,عمل کردن از پیش برای جلوگیری از یک رویداد پیش‌بینی شده.,برخی دولت‌ها استدلال می‌کنند که اقدام نظامی پیشگیرانه هنگام روبرو شدن با یک تهدید امنیتی قریب‌الوقوع توجیه دارد.
467,پیامد غیرمستقیم,پیامد غیرمستقیم یک رویداد یا عمل.,جنگ‌های تجاری می‌توانند پیامدهای اقتصادی جدی برای کشورهایی بسیار فراتر از کشورهای مستقیماً درگیر داشته باشند.
468,سختگیرانه,دقیق، سخت و خواستار رعایت.,مقررات زیست‌محیطی سختگیرانه برای جلوگیری از بیرونی کردن هزینه‌های آلودگی توسط شرکت‌ها ضروری است.
469,تضعیف کردن,تدریجاً ضعیف یا آسیب رساندن به چیزی.,فساد گسترده اعتماد عمومی به نهادهای دموکراتیک و حاکمیت قانون را تضعیف می‌کند.
470,بازتنظیم کردن,تنظیم یا بازنشانی در پاسخ به شرایط جدید.,دولت‌ها ممکن است نیاز داشته باشند سیاست اقتصادی را در پاسخ به شرایط سریعاً در حال تغییر بازار جهانی بازتنظیم کنند.
471,سازگاری فرهنگی,پذیرش ویژگی‌های فرهنگی از گروه دیگر.,سازگاری فرهنگی جوامع مهاجر شامل مذاکره‌ای پیچیده بین هنجارهای فرهنگی میراثی و میزبان است.
472,داوری کردن,صدور یک حکم یا تصمیم رسمی.,دادگاه‌های بین‌المللی برای داوری در اختلافات بین کشورهایی که نمی‌توانند به صورت دوجانبه حل کنند وجود دارند.
473,متضاد,مستقیماً مخالف یا متناقض با چیزی.,سرکوب آزادی بیان با اصول بنیادی حکمرانی دموکراتیک لیبرال متضاد است.
474,در حال رشد سریع,در حال رشد یا توسعه سریع و پرجان.,طبقه متوسط در حال رشد سریع در آسیای جنوب‌شرقی رشد بی‌سابقه‌ای در تقاضای مصرف‌کننده را هدایت می‌کند.
475,متحد شدن,با هم آمدن برای تشکیل یک کل یکپارچه.,گروه‌های فعال مختلف شروع به متحد شدن حول یک دستور کار مشترک از عدالت زیست‌محیطی و اجتماعی کردند.
476,آگاه,داشتن دانش یا آگاهی از چیزی.,سیاستگذاران باید به طور کامل از پیامدهای زیست‌محیطی بلندمدت توسعه صنعتی آگاه باشند.
477,نقیض‌گونه,داشتن اثر مخالف با اثر مطلوب.,سیاست‌های مواد مخدر بیش از حد تنبیهی ممکن است نقیض‌گونه باشند و جرم را افزایش دهند نه سوءمصرف مواد را کاهش دهند.
478,چرخه‌ای,به طور منظم از طریق یک توالی تکرار شونده.,فقر اغلب چرخه‌ای است و به خاطر دسترسی ناکافی به آموزش و فرصت در نسل‌ها منتقل می‌شود.
479,عوام‌فریبی,دستکاری سیاسی با استفاده از تجدیدنظرهای احساسی پوپولیستی.,ظهور عوام‌فریبی در جوامع دموکراتیک تهدید جدی برای حکمرانی منطقی و مبتنی بر شواهد است.
480,بومی,به طور منظم یافت شده و گسترده در یک منطقه خاص.,فساد بومی در نهادهای عمومی از ارائه مؤثر خدمات به شهروندان نیازمند جلوگیری می‌کند.
481,معرفت‌شناختی,مربوط به دانش یا درجه اعتبار آن.,فروتنی معرفت‌شناختی مستلزم اعتراف به محدودیت‌های آنچه می‌توانیم بدانیم هنگام تدوین سیاست عمومی است.
482,فوری,نیاز به اقدام یا توجه فوری؛ اضطراری.,خواسته‌های فوری بحران پناهندگی نیازمند پاسخ فوری و هماهنگ بین‌المللی بود.
483,فراسرزمینی,گسترش یافته یا عمل کردن فراتر از مرزهای سرزمینی.,برخی کشورها قوانین فراسرزمینی را برای تعقیب شرکت‌ها به خاطر رشوه‌خواری ارتکاب‌یافته در خارج از کشور اعمال می‌کنند.
484,ژئوپلیتیکی,مربوط به سیاستی که تحت تأثیر جغرافیا قرار دارد.,رقابت برای منابع معدنی حیاتی به طور فزاینده‌ای تنش‌های ژئوپلیتیکی بین قدرت‌های بزرگ را هدایت می‌کند.
485,ناهمگن,متنوع در ماهیت یا ترکیب شده از عناصر مختلف.,نیروی کار ناهمگن دیدگاه‌های متنوعی می‌آورد که می‌تواند نوآوری سازمانی بیشتری را هدایت کند.
486,اکتشافی,فعال کردن کشف از طریق آزمایش و روش‌های عملی.,اقتصاد رفتاری نشان می‌دهد چگونه اکتشاف‌های شناختی می‌توانند افراد را به تصمیمات غیرعقلانی سیستماتیک سوق دهند.
487,دورگه‌سازی,فرآیند ترکیب دو عنصر متمایز.,دورگه‌سازی فرهنگی در شهرهای جهانی‌شده اشکال خلاقانه جدیدی ایجاد می‌کند که از سنت‌های متعدد بهره می‌گیرد.
488,تغییرناپذیر,بدون تغییر در طول زمان؛ غیرممکن برای تغییر.,برخی فیلسوفان معتقدند که حقایق اخلاقی تغییرناپذیرند در حالی که برخی دیگر استدلال می‌کنند که با جامعه تکامل می‌یابند.
489,اجتناب‌ناپذیر,غیرممکن برای توقف یا جلوگیری؛ بی‌امان.,افزایش اجتناب‌ناپذیر سطح دریاها تهدید وجودی برای جوامع ساحلی کم‌ارتفاع در سراسر جهان است.
490,موذیانه,به تدریج مضر به شیوه‌ای ظریف و پنهان.,تعصب ناخودآگاه می‌تواند تأثیر موذیانه‌ای بر تصمیمات استخدامی داشته باشد و نابرابری سیستمی در محیط کار را تداوم بخشد.
491,لاینحل,خیلی دشوار برای مدیریت، حل یا رسیدگی.,درگیری اسرائیلی-فلسطینی علی‌رغم دهه‌ها تلاش دیپلماتیک بین‌المللی لاینحل مانده است.
492,چندوجهی,داشتن جنبه‌ها یا ابعاد بسیار متفاوت.,پرداختن به تغییرات آب و هوایی نیازمند رویکردی چندوجهی است که تغییر فناورانه، سیاسی و رفتاری را ترکیب کند.
493,در حال شکل‌گیری,تازه شروع به وجود یا توسعه.,سرمایه‌گذاری در بخش انرژی تجدیدپذیر در حال شکل‌گیری می‌تواند به کشورها کمک کند از وابستگی به سوخت فسیلی خارج شوند.
494,هنجاری,مربوط به یا ایجادکننده استانداردهای رفتار.,فرضیات هنجاری درباره نقش‌های جنسیتی می‌توانند به طور قابل توجهی طراحی سیاست آموزشی و محیط کار را تحت تأثیر قرار دهند.
495,مبهم کردن,نامفهوم یا دشوار برای درک کردن چیزی.,سیاستمداران گاهی از زبان فنی برای مبهم کردن تصمیمات محبوب از مردم عادی استفاده می‌کنند.
496,متناقض‌نما,به ظاهر متناقض اما احتمالاً درست.,متناقض‌نماست که افزایش دسترسی به اطلاعات همیشه به مشارکت سیاسی عمومی بیشتر منجر نشده است.
497,همزیستانه,شامل منفعت متقابل بین دو موجودیت.,رابطه همزیستانه بین دانشگاه‌ها و صنعت نوآوری و رقابت‌پذیری اقتصادی را هدایت می‌کند.
498,گذرا,فقط برای مدت کوتاهی ادامه می‌یابد؛ موقتی.,رونق‌های اقتصادی ناشی از صادرات کالا اغلب گذرا هستند و توسعه پایدار ایجاد نمی‌کنند.
499,همه‌جا حاضر,در همه جا به طور همزمان حاضر و یافت می‌شود.,گوشی‌های هوشمند به قدری همه‌جا حاضر شده‌اند که محرومیت دیجیتال اکنون شکل جدی‌ای از ناتوانی اجتماعی را تشکیل می‌دهد.
500,سلطه‌گرایانه,مربوط به قدرت مسلط بر دیگران.,منتقدان استدلال می‌کنند که هنجارهای فرهنگی غربی سلطه‌گرایانه اغلب از طریق نهادهای جهانی بر کشورهای در حال توسعه تحمیل می‌شوند.
