id,front,back,example
394,اجارہ داری,ایک ہستی کے ذریعہ مارکیٹ کا خصوصی کنٹرول۔,غیر چیک شدہ اجارہ داریاں مسابقت کو کم کرتی ہیں اور بالآخر صارفین کے لیے قیمتیں بلند کرتی ہیں۔
395,کثیرالجہتی,دو سے زیادہ جماعتوں یا قوموں کو شامل کرنا۔,موسمیاتی تبدیلیوں سے مؤثر طریقے سے نمٹنے کے لیے تمام بڑے اخراج کرنے والے ممالک کے درمیان کثیرالجہتی تعاون کی ضرورت ہے۔
396,غفلت,کسی چیز کی دیکھ بھال کرنے یا اس میں شرکت کرنے میں ناکامی۔,برسوں کی سیاسی نظر اندازی نے بہت سی دیہی برادریوں کو صحت کی دیکھ بھال یا تعلیم کے بغیر چھوڑ دیا ہے۔
397,نو لبرل,آزاد منڈیوں، نجکاری اور ڈی ریگولیشن کے حق میں۔,ناقدین کا کہنا ہے کہ نو لبرل اقتصادی پالیسیوں نے عالمی سطح پر امیر اور غریب کے درمیان فرق کو بڑھا دیا ہے۔
398,اصول,معاشرے میں طرز عمل کے قبول شدہ معیارات۔,صنفی کرداروں کے ارد گرد بدلتے ہوئے سماجی اصولوں نے جدید کام کی جگہ کو بتدریج تبدیل کر دیا ہے۔
399,متروک,اب استعمال میں نہیں ہے؛ فرسودہ اور ختم,تیز رفتار تکنیکی ترقی نے بہت سی روایتی مینوفیکچرنگ مہارتوں کو عملی طور پر متروک کر دیا ہے۔
400,جبر,دوسروں پر طویل غیر منصفانہ اختیار یا کنٹرول۔,اقلیتی گروہوں کے تاریخی جبر نے گہرائی سے سرایت کر گئی عدم مساوات کو جنم دیا ہے جو آج بھی برقرار ہے۔
401,پھیلاؤ,بیماری یا تشدد کا اچانک واقعہ۔,ایک نئی وائرل بیماری کے پھیلنے نے فوری طور پر بین الاقوامی صحت عامہ کے ہنگامی اقدامات کو جنم دیا۔
402,فی کس,دی گئی آبادی میں ہر فرد کے لیے۔,جی ڈی پی فی کس عام طور پر مختلف ممالک میں زندگی کے اوسط معیار کا موازنہ کرنے کے لیے استعمال کیا جاتا ہے۔
403,پولرائزیشن,دو واضح طور پر متضاد گروپوں میں تقسیم۔,سیاسی پولرائزیشن نے بڑے قومی مسائل پر دو طرفہ تعاون کو مشکل سے مشکل بنا دیا ہے۔
404,نجکاری,سرکاری اثاثوں کی نجی ملکیت میں منتقلی۔,رسائی کو کم کرنے کے لیے پانی اور توانائی جیسی سہولیات کی نجکاری کو بڑے پیمانے پر تنقید کا نشانہ بنایا گیا ہے۔
405,پھیلاؤ,کسی چیز کی تعداد میں تیزی سے اضافہ۔,سوشل میڈیا پر غلط معلومات کا پھیلاؤ جمہوری عمل کے لیے سنگین خطرہ ہے۔
406,قربت,جگہ، وقت، یا رشتہ میں قربت۔,اقتصادی مراکز سے جغرافیائی قربت خطے کی ترقی اور نمو کو نمایاں طور پر متاثر کرتی ہے۔
407,توثیق,کسی معاہدے یا قانون کو باضابطہ طور پر منظور کرنا۔,مزید ممالک کو بامقصد اثرات کے لیے عالمی آب و ہوا کے وعدوں کے لیے پیرس معاہدے کی توثیق کرنی چاہیے۔
408,recidivism,پیشگی سزا کے بعد دوبارہ جرم کرنے کا رجحان۔,بحالی کے موثر پروگرام سابقہ ​​مجرموں کے درمیان تعدی کی شرح کو کم کرنے کے لیے ثابت ہوئے ہیں۔
409,دوبارہ تقسیم,زیادہ سے زیادہ مساوات کے حصول کے لیے وسائل کی دوبارہ تقسیم۔,پراگریسو ٹیکسیشن دولت کی سب سے زیادہ امیر سے سب سے زیادہ پسماندہ افراد میں دوبارہ تقسیم کے قابل بناتا ہے۔
410,مضبوط کرنا,کسی موجودہ خیال یا ڈھانچے کو مضبوط یا سپورٹ کرنا۔,میڈیا میں جرائم کی تصویر کشی نادانستہ طور پر مخصوص سماجی گروہوں کے بارے میں منفی دقیانوسی تصورات کو تقویت دے سکتی ہے۔
411,لچک,مشکلات سے جلد صحت یاب ہونے کی صلاحیت۔,آبادی کو ماحولیاتی تبدیلی کے اثرات کا مقابلہ کرنے میں مدد کرنے کے لیے کمیونٹی کی لچک پیدا کرنا ضروری ہے۔
412,انتقامی کارروائی,کسی چوٹ یا حملے کے جواب میں کی گئی کارروائی۔,بڑی معیشتوں کے درمیان تجارتی انتقامی کارروائیاں بڑھتے ہوئے ٹیرف کے نقصان دہ سائیکل کو متحرک کر سکتی ہیں۔
413,علیحدگی,معاشرے میں گروہوں کی جبری علیحدگی۔,تعلیمی نظام میں نسلی علیحدگی کے سماجی مساوات پر دیرپا منفی اثرات مرتب ہوتے ہیں۔
414,سماجی اقتصادی,سماجی اور اقتصادی دونوں عوامل سے متعلق۔,ایک بچے کا سماجی و اقتصادی پس منظر تعلیمی کامیابیوں کے سب سے مضبوط پیش گوؤں میں سے ایک ہے۔
415,خودمختاری,اعلیٰ اختیار اور ریاست کی آزادی۔,بین الاقوامی معاہدے بعض اوقات قوموں کی مکمل اقتصادی خودمختاری کے تحفظ کی خواہش سے متصادم ہوتے ہیں۔
416,سبسڈی دینا,سرکاری فنڈز سے مالی تعاون کرنا۔,بہت سی حکومتیں قابل تجدید توانائی کو سبسڈی دیتی ہیں تاکہ اسے فوسل فیول کے ساتھ مزید مسابقتی بنایا جا سکے۔
417,حساس,کسی چیز سے متاثر یا کمزور ہونے کا امکان۔,بزرگ آبادی خاص طور پر سانس کی متعدی بیماریوں سے شدید بیماری کا شکار ہوتی ہے۔
418,نظامی,ایک حصے کے بجائے پورے نظام سے متعلق۔,غربت سے نمٹنے کے لیے نظامی تبدیلی کی ضرورت ہوتی ہے بجائے اس کے کہ انفرادی علامات کو نشانہ بناتے ہوئے ٹکڑوں میں مداخلت کی جائے۔
419,اصلاح کرنا,ایک نئی شکل میں دوبارہ اظہار یا وضع کرنا۔,نئے شواہد کی روشنی میں، حکومتوں کو صحت عامہ کی پالیسی کے حوالے سے اپنے نقطہ نظر کو بہتر بنانے کی ضرورت پڑ سکتی ہے۔
420,سنکچن,معاشی پیداوار یا سرگرمی میں کمی۔,وبائی امراض کے دوران عالمی تجارت کے تیز سنکچن نے سپلائی چین کی نزاکت کو بے نقاب کیا۔
421,خرابی,عام یا متوقع چیز سے انحراف۔,کچھ ماہرین اقتصادیات 2008 کے مالیاتی بحران کو منڈیوں کی ساختی ناکامی کے بجائے ایک خرابی سمجھتے ہیں۔
422,ترک کرنا,کسی فرض یا ذمہ داری کو پورا کرنے میں ناکام ہونا۔,عوامی خدمات میں کمی کرنے والی حکومتوں پر کمزور شہریوں کے لیے اپنی ذمہ داری سے دستبردار ہونے کا الزام لگایا جا سکتا ہے۔
423,سختی,تقریر یا انداز میں تلخ دشمنی۔,بریکسٹ مذاکرات یورپی یونین اور برطانیہ کے نمائندوں کے درمیان کافی تگ ودو کی خصوصیت تھے۔
424,امتزاج,ایک جسم میں یکجا یا متحد ہونا۔,انتظامی کارکردگی کو بہتر بنانے اور آپریشنل اخراجات کو کم کرنے کے لیے کئی چھوٹے محکموں کو اکٹھا کیا گیا۔
425,بہتری لانا,خراب صورتحال کو بہتر یا زیادہ قابل برداشت بنانا۔,بین الاقوامی امدادی پروگراموں کا مقصد تنازعات کے علاقوں میں بے گھر آبادیوں کو درپیش حالات کو بہتر بنانا ہے۔
426,anachronism,اپنے تاریخی دور میں جگہ سے باہر کچھ۔,ناقدین کا استدلال ہے کہ غیر منتخب ایوان بالا جدید معاشرے میں ایک جمہوری انکرونزم بن گیا ہے۔
427,توازن,حصوں کے درمیان مساوات یا مساوات کا فقدان۔,خریداروں اور فروخت کنندگان کے درمیان معلومات کی ہم آہنگی مارکیٹ کی ناکامی اور غیر موثر نتائج کا باعث بن سکتی ہے۔
428,تناؤ,مسلسل دباؤ یا نقصان کے ذریعے بتدریج کمی۔,طویل تنازعہ لڑائی جھگڑے کی شکل اختیار کر گیا جس نے دونوں مخالف فریقوں کے وسائل کو ختم کر دیا۔
429,تقسیم,دو شاخوں یا حصوں میں تقسیم۔,بڑھتی ہوئی عدم مساوات نے معاشرے کو دو تیزی سے منقطع معاشی گروہوں میں تقسیم کیا ہے۔
430,چکر لگانا,کسی اصول یا رکاوٹ کے ارد گرد راستہ تلاش کرنا۔,ملٹی نیشنل کارپوریشنز پر ملکی ٹیکس کی ذمہ داریوں کو روکنے کے لیے آف شور اکاؤنٹس کا استعمال کرنے کا الزام لگایا گیا ہے۔
431,زبردستی,کارروائی پر مجبور کرنے کے لیے طاقت یا دھمکیوں کا استعمال۔,سیاسی اختلاف کو دبانے کے لیے زبردستی کے اقدامات کا استعمال بنیادی جمہوری اصولوں کی خلاف ورزی کرتا ہے۔
432,کموڈیفیکیشن,کسی چیز کو قابل بازار شے کے طور پر سمجھنے کا عمل۔,اعلیٰ تعلیم کی کموڈیفکیشن نے یونیورسٹیوں کو سرکاری اداروں سے تجارتی اداروں میں منتقل کر دیا ہے۔
433,اطمینان,واضح خطرات کے باوجود مطمئن نفس۔,بڑھتی ہوئی عدم مساوات کے تناظر میں سیاسی خوش فہمی نے سماجی تقسیم کو نمایاں طور پر وسیع کرنے کی اجازت دی ہے۔
434,قیاس,کافی ثبوت کے بغیر تشکیل دی گئی رائے۔,تجرباتی اعداد و شمار کے بغیر، پالیسی کے معاشی اثرات کے بارے میں دعوے خالص قیاس ہی رہتے ہیں۔
435,دستہ,غیر یقینی حالات یا حالات پر منحصر ہے۔,اصلاحاتی پروگرام کی کامیابی مستقل سیاسی عزم اور مناسب فنڈنگ ​​پر منحصر ہے۔
436,تصدیق کرنا,ثبوت کے ساتھ تصدیق یا تائید کرنا۔,متعدد آزاد مطالعات اس بات کی تصدیق کرتے ہیں کہ فضائی آلودگی اموات کی شرح میں نمایاں اضافہ کرتی ہے۔
437,کم کرنا,کسی چیز کو نمایاں طور پر کم یا محدود کرنا۔,قومی صحت کے بحران کے عروج کے دوران شہری آزادیوں کو کم کرنے کے لیے ہنگامی قانون سازی کی گئی۔
438,بیان کرنا,واضح طور پر اور واضح طور پر بیان کرنا یا اشارہ کرنا۔,بین الاقوامی معاہدوں میں ہر دستخط کنندہ ملک کی ذمہ داریوں کو واضح طور پر بیان کرنا چاہیے۔
439,ڈیموگرافک ڈیویڈنڈ,کام کرنے کی عمر کی بڑی آبادی سے معاشی نمو۔,سب صحارا افریقہ کے پاس تعلیم میں سرمایہ کاری کے ذریعے اپنے آبادیاتی منافع کو استعمال کرنے کا موقع ہے۔
440,روکنا,خوف یا شک کے ذریعے عمل کی حوصلہ شکنی کرنا۔,ماحولیاتی خلاف ورزیوں کے لیے بھاری جرمانے کارپوریشنوں کو غیر قانونی طور پر آبی گزرگاہوں کو آلودہ کرنے سے روک سکتے ہیں۔
441,اختلاف,دو متضاد زمروں میں ایک تیز تقسیم۔,اقتصادی ترقی اور ماحولیاتی تحفظ کے درمیان اختلاف کو اکثر غلط انتخاب کے طور پر پیش کیا جاتا ہے۔
442,بازی,کسی چیز کا وسیع علاقے میں پھیلنا۔,ڈیجیٹل ٹیکنالوجی کے تیزی سے پھیلاؤ نے عالمی سطح پر معلومات کی تیاری اور استعمال کے طریقے کو تبدیل کر دیا ہے۔
443,حق رائے دہی سے محروم,کسی کو حقوق یا مراعات سے محروم کرنا۔,ووٹر رجسٹریشن کے پیچیدہ تقاضے کم آمدنی والے اور اقلیتی برادریوں کو غیر متناسب طریقے سے حق رائے دہی سے محروم کر سکتے ہیں۔
444,مختلف,بنیادی طور پر قسم میں مختلف؛ موازنہ نہیں.,پالیسی کو بہت مختلف معاشی حالات کے ساتھ مختلف کمیونٹیز کی ضروریات کو پورا کرنا چاہیے۔
445,افادیت,مطلوبہ نتیجہ پیدا کرنے کی صلاحیت۔,کلینیکل ٹرائلز کو عوامی استعمال کے لیے منظور کیے جانے سے پہلے نئے علاج کی افادیت کی سختی سے جانچ کرنی چاہیے۔
446,مساوات پسند,سب کے لیے مساوی حقوق پر یقین کرنا یا اس کی وکالت کرنا۔,ایک حقیقی مساوات پر مبنی معاشرے کو رسمی قانونی مساوات اور مواقع کی بنیادی مساوات دونوں پر توجہ دینی چاہیے۔
447,جڑا ہوا,مضبوطی سے قائم اور تبدیل کرنا مشکل ہے۔,بھرتی کے طریقوں میں گہرا صنفی تعصب خواتین کو سینئر کرداروں میں نقصان پہنچا رہا ہے۔
448,توازن,مخالف قوتوں کے درمیان توازن کی حالت۔,سپلائی اور ڈیمانڈ تھیوری کا خیال ہے کہ مارکیٹیں قدرتی طور پر وقت کے ساتھ قیمت کے توازن کی طرف مائل ہوں گی۔
449,مٹانا,کسی چیز کو مکمل طور پر تباہ یا ختم کرنا۔,عالمی ادارہ صحت کے عالمی سطح پر پولیو کے خاتمے کے ہدف کے لیے یونیورسل ویکسینیشن کوریج کی ضرورت ہے۔
450,نکالنا,نامعلوم حالات کی پیشن گوئی کرنے کے لیے معلوم ڈیٹا کو بڑھانا۔,محققین کو محتاط رہنا چاہیے جب چھوٹے نمونوں سے لے کر پوری آبادی تک نتائج کو نکالنے کی کوشش کریں۔
451,گھڑنا,غلط معلومات ایجاد کرنا؛ تیار کرنے کے لئے.,جو صحافی ثبوت گھڑتے ہیں وہ میڈیا پر عوام کے اعتماد کو مجروح کرتے ہیں اور جمہوری گفتگو کو نقصان پہنچاتے ہیں۔
452,فزیبلٹی,ممکن اور عملی ہونے کا معیار۔,بڑے پیمانے پر بنیادی ڈھانچے کے منصوبوں کی منظوری سے پہلے ایک جامع فزیبلٹی اسٹڈی کی ضرورت ہے۔
453,مالیاتی خسارہ,جب حکومتی اخراجات اس کی آمدن سے زیادہ ہوں۔,بڑھتا ہوا مالیاتی خسارہ حکومتوں کو ٹیکس بڑھانے یا ضروری عوامی اخراجات میں کمی کرنے پر مجبور کرتا ہے۔
454,گراؤنڈ بریکنگ,اختراعی اور علمبردار؛ نئے خیالات کا تعارف,جین ایڈیٹنگ کے بارے میں اہم تحقیق نے موروثی بیماریوں کے علاج کے لیے نئے امکانات کھولے ہیں۔
455,مجموعی,اس کے حصوں کی بجائے پورے نظام کو مخاطب کرنا۔,صحت عامہ کے لیے ایک جامع نقطہ نظر کو بیک وقت سماجی، اقتصادی اور ماحولیاتی تعین کرنے والوں کو حل کرنا چاہیے۔
456,یکساں,ملتے جلتے یا یکساں عناصر پر مشتمل۔,بڑھتی ہوئی یکساں شہری ثقافتیں روایتی مقامی برادریوں کے بھرپور تنوع کو ختم کر سکتی ہیں۔
457,رکاوٹ ڈالنا,پیشرفت یا نقل و حرکت میں رکاوٹ یا رکاوٹ۔,بدعنوان افسر شاہی کے طرز عمل معاشی ترقی میں رکاوٹ ہیں اور براہ راست غیر ملکی سرمایہ کاری کی حوصلہ شکنی کرتے ہیں۔
458,ابتدائی,شروع ہونا یا ترقی کرنا؛ ابتدائی مراحل میں.,ابتدائی مداخلت ایک ابتدائی معاشی بدحالی کو مکمل کساد بازاری بننے سے روکنے کے لیے اہم ہے۔
459,اندھا دھند,محتاط فیصلے کے بغیر کیا گیا؛ بے ترتیب اور لاپرواہ.,کیڑے مار ادویات کا اندھا دھند استعمال ماحولیاتی نظام کو نقصان پہنچاتا ہے اور انواع کو مطلوبہ ہدف سے کہیں زیادہ نقصان پہنچاتا ہے۔
460,موروثی,ایک مستقل ضروری خصوصیت کے طور پر موجود ہے۔,اقتصادی ترقی کو زیادہ سے زیادہ کرنے اور قدرتی ماحول کی حفاظت کے درمیان موروثی تناؤ موجود ہیں۔
461,اکسانا,کسی عمل یا واقعہ کو لانے یا شروع کرنے کے لئے۔,سول سوسائٹی کے گروپ اکثر حکومتی اداروں پر عوامی دباؤ کو متحرک کرکے پالیسی میں تبدیلی کے لیے اکساتے ہیں۔
462,تخفیف,کسی چیز کی شدت یا اثر کو کم کرنا۔,شہری درخت لگانے سے گنجان آباد شہروں میں گرمی کے جزیرے کے اثرات کو کم کرنے میں مدد مل سکتی ہے۔
463,برقرار رکھنا,کسی چیز کو غیر معینہ مدت تک جاری رکھنے کے لیے۔,تعلیمی نظام جو موجودہ طبقاتی ڈھانچے کی عکاسی کرتے ہیں، سماجی عدم مساوات کو کم کرنے کے بجائے مستقل رہنے کا رجحان رکھتے ہیں۔
464,عملی,چیزوں کے ساتھ نظریاتی کی بجائے عملی طور پر نمٹنا۔,نقل مکانی کی پالیسی کے لیے ایک عملی نقطہ نظر حقیقت پسندانہ سماجی صلاحیت کے ساتھ انسانی ذمہ داریوں کو متوازن کرتا ہے۔
465,غیر یقینی,غیر یقینی اور خراب ہونے کا امکان؛ غیر مستحکم,صفر گھنٹے کے معاہدوں میں اضافے نے بہت سے کارکنوں کو مالی طور پر غیر محفوظ اور غیر محفوظ حالت میں چھوڑ دیا ہے۔
466,پیشگی,کسی متوقع واقعہ کو روکنے کے لیے پیشگی کارروائی کرنا۔,کچھ حکومتوں کا کہنا ہے کہ کسی آسنن سیکورٹی خطرے کا سامنا کرنے پر قبل از وقت فوجی کارروائی جائز ہے۔
467,نتیجہ,کسی واقعہ یا عمل کا بالواسطہ نتیجہ۔,تجارتی جنگیں ان ممالک کے لیے سنگین اقتصادی اثرات مرتب کر سکتی ہیں جو براہ راست ملوث ہیں۔
468,سخت,سخت، عین مطابق، اور تعمیل کا مطالبہ۔,کارپوریشنوں کو آلودگی کے اخراجات کو خارج کرنے سے روکنے کے لیے سخت ماحولیاتی ضوابط ضروری ہیں۔
469,کمزور,کسی چیز کو آہستہ آہستہ کمزور یا نقصان پہنچانا۔,وسیع پیمانے پر بدعنوانی جمہوری اداروں اور قانون کی حکمرانی پر عوام کے اعتماد کو مجروح کرتی ہے۔
470,recalibrate,نئی شرائط کے جواب میں ایڈجسٹ یا ری سیٹ کرنے کے لیے۔,حکومتوں کو تیزی سے بدلتے ہوئے عالمی منڈی کے حالات کے جواب میں معاشی پالیسی کو دوبارہ ترتیب دینے کی ضرورت پڑ سکتی ہے۔
471,اکلچریشن,دوسرے گروہ سے ثقافتی خصلتوں کو اپنانا۔,نقل مکانی کرنے والی کمیونٹیز کی افزائش میں ورثے اور میزبان ثقافتی اصولوں کے درمیان ایک پیچیدہ گفت و شنید شامل ہے۔
472,فیصلہ کرنا,سرکاری فیصلہ یا فیصلہ کرنا۔,اقوام کے درمیان تنازعات کا فیصلہ کرنے کے لیے بین الاقوامی ٹربیونلز موجود ہیں جنہیں دو طرفہ طور پر حل نہیں کیا جا سکتا۔
473,مخالف,کسی چیز کا براہ راست مخالف یا متضاد۔,آزادی اظہار کو دبانا لبرل جمہوری طرز حکمرانی کے بنیادی اصولوں کے خلاف ہے۔
474,بڑھتی ہوئی,تیزی سے اور بھرپور طریقے سے بڑھنا یا ترقی کرنا۔,جنوب مشرقی ایشیا میں بڑھتا ہوا متوسط ​​طبقہ صارفین کی مانگ میں بے مثال اضافہ کر رہا ہے۔
475,اتحاد,اکٹھے ہونے کے لیے ایک متحد پوری تشکیل دینا۔,مختلف کارکن گروپوں نے ماحولیاتی اور سماجی انصاف کے مشترکہ ایجنڈے کے ارد گرد متحد ہونا شروع کیا۔
476,جاننے والا,کسی چیز کا علم یا شعور ہونا۔,پالیسی سازوں کو صنعتی ترقی کے طویل مدتی ماحولیاتی نتائج سے پوری طرح آگاہ ہونا چاہیے۔
477,غیر پیداواری,مطلوبہ اثر کے برعکس ہونا۔,حد سے زیادہ سزا دینے والی منشیات کی پالیسیاں نقصان دہ ہو سکتی ہیں، جو کہ منشیات کے استعمال کو کم کرنے کے بجائے جرائم میں اضافہ کر سکتی ہیں۔
478,چکراتی,ایک بار بار تسلسل کے ذریعے باقاعدگی سے بار بار ہونا۔,غربت اکثر چکراتی ہے، تعلیم اور مواقع تک ناکافی رسائی کی وجہ سے نسل در نسل گزرتی ہے۔
479,demagoguery,پاپولسٹ جذباتی اپیلوں کا استعمال کرتے ہوئے سیاسی جوڑ توڑ۔,جمہوری معاشروں میں بدتمیزی کا عروج عقلی اور ثبوت پر مبنی طرز حکمرانی کے لیے سنگین خطرہ ہے۔
480,مقامی,کسی خاص علاقے میں باقاعدگی سے پایا جاتا ہے اور وسیع پیمانے پر پایا جاتا ہے۔,سرکاری اداروں میں مقامی بدعنوانی ضرورت مند شہریوں کو خدمات کی موثر فراہمی کو روکتی ہے۔
481,علمی,علم یا اس کی توثیق کی ڈگری سے متعلق۔,علمی عاجزی کے لیے ان حدود کو تسلیم کرنے کی ضرورت ہوتی ہے جو ہم عوامی پالیسی بناتے وقت جان سکتے ہیں۔
482,ضرورت مند,فوری کارروائی یا توجہ کی ضرورت؛ فوری,مہاجرین کے بحران کے فوری مطالبات کے لیے فوری اور مربوط بین الاقوامی ردعمل کی ضرورت تھی۔
483,بیرونی,علاقائی حدود سے باہر توسیع یا کام کرنا۔,کچھ ممالک بیرون ملک رشوت خوری کے الزام میں کمپنیوں کے خلاف قانونی چارہ جوئی کے لیے غیر ملکی قوانین کا اطلاق کرتے ہیں۔
484,جغرافیائی سیاسی,جغرافیہ سے متاثر سیاست سے متعلق۔,اہم معدنی وسائل کے لیے مقابلہ بڑی طاقتوں کے درمیان جغرافیائی سیاسی تناؤ کو تیزی سے بڑھا رہا ہے۔
485,متفاوت,کردار میں متنوع یا مختلف عناصر پر مشتمل۔,ایک متفاوت افرادی قوت متنوع نقطہ نظر لاتی ہے جو زیادہ تنظیمی جدت کو آگے بڑھا سکتی ہے۔
486,تحقیقی,آزمائشی اور عملی طریقوں سے دریافت کو قابل بنانا۔,رویے کی معاشیات سے پتہ چلتا ہے کہ کس طرح علمی ہیورسٹکس افراد کو منظم طریقے سے غیر معقول فیصلے کرنے کی طرف لے جا سکتا ہے۔
487,ہائبرڈائزیشن,دو الگ الگ عناصر کو ملانے کا عمل۔,گلوبلائزڈ شہروں میں ثقافتی ہائبرڈائزیشن متعدد روایات سے نئی تخلیقی شکلیں پیدا کرتی ہے۔
488,ناقابل تغیر,وقت کے ساتھ غیر متغیر؛ تبدیل کرنا ناممکن ہے.,کچھ فلسفیوں کا خیال ہے کہ اخلاقی سچائیاں ناقابل تغیر ہوتی ہیں، جب کہ دوسروں کا کہنا ہے کہ وہ معاشرے کے ساتھ ارتقا پذیر ہوتے ہیں۔
489,ناقابل برداشت,روکنا یا روکنا ناممکن؛ بے لگام,سمندر کی سطح میں ناقابل برداشت اضافہ دنیا بھر میں نشیبی ساحلی برادریوں کے لیے ایک وجودی خطرہ ہے۔
490,کپٹی,باریک اور مخفی طریقے سے آہستہ آہستہ نقصان دہ۔,غیر شعوری تعصب کام کی جگہ کے نظامی عدم مساوات کو برقرار رکھنے، بھرتی کے فیصلوں پر ایک خطرناک اثر ڈال سکتا ہے۔
491,ناقابل برداشت,انتظام کرنا، حل کرنا، یا اس سے نمٹنا بہت مشکل ہے۔,کئی دہائیوں کی بین الاقوامی سفارتی کوششوں کے باوجود اسرائیل-فلسطینی تنازعہ ناقابل حل ثابت ہوا ہے۔
492,کثیر جہتی,بہت سے مختلف پہلوؤں یا جہتوں کا ہونا۔,آب و ہوا کی تبدیلی سے نمٹنے کے لیے تکنیکی، سیاسی اور طرز عمل میں تبدیلی کے امتزاج کے لیے کثیر جہتی نقطہ نظر کی ضرورت ہے۔
493,نوزائیدہ,بس وجود یا ترقی کرنا شروع کر دیا ہے۔,نوزائیدہ قابل تجدید توانائی کے شعبے میں سرمایہ کاری سے اقوام کو فوسل ایندھن کے انحصار سے دور ہونے میں مدد مل سکتی ہے۔
494,معیاری,طرز عمل کے معیارات سے متعلق یا قائم کرنا۔,صنفی کردار کے بارے میں معیاری مفروضے تعلیمی اور کام کی جگہ کی پالیسی کے ڈیزائن کو نمایاں طور پر متاثر کر سکتے ہیں۔
495,مبہم,کسی چیز کو غیر واضح یا سمجھنا مشکل کرنا۔,سیاست دان بعض اوقات تکنیکی زبان کا استعمال کرتے ہوئے عام لوگوں کے غیر مقبول فیصلوں کو مبہم کرتے ہیں۔
496,متضاد,بظاہر متضاد لیکن ممکنہ طور پر سچ ہے۔,یہ متضاد ہے کہ معلومات تک رسائی میں اضافہ ہمیشہ عوامی سیاسی مصروفیت کا باعث نہیں بنتا۔
497,علامتی,دو اداروں کے درمیان باہمی فائدے کو شامل کرنا۔,یونیورسٹیوں اور صنعت کے درمیان علامتی تعلق جدت اور اقتصادی مسابقت کو آگے بڑھاتا ہے۔
498,عارضی,صرف ایک مختصر وقت کے لئے پائیدار؛ عارضی,اجناس کی برآمدات سے چلنے والی معاشی تیزی اکثر عارضی ہوتی ہے اور دیرپا ترقی پیدا کرنے میں ناکام رہتی ہے۔
499,ہر جگہ,بیک وقت ہر جگہ موجود اور پایا جاتا ہے۔,اسمارٹ فونز اتنے عام ہو چکے ہیں کہ ڈیجیٹل اخراج اب سماجی نقصان کی ایک سنگین شکل ہے۔
500,hegemonic,دوسروں پر غالب طاقت سے متعلق۔,ناقدین کا استدلال ہے کہ عالمی اداروں کے ذریعے غالب مغربی ثقافتی اصول اکثر ترقی پذیر ممالک پر مسلط کیے جاتے ہیں۔
