id,front,back,example
476,bilinçli,Bir şey hakkında bilgi sahibi olmak veya farkında olmak.,"Politika yapıcılar, sanayi gelişiminin uzun vadeli çevresel sonuçlarının tam olarak farkında olmalıdır."
477,ters etki,İstenilen etkinin tam tersini yaratmak.,"Aşırı cezalandırıcı uyuşturucu politikaları, madde bağımlılığını azaltmak yerine suç oranını artırarak ters etki yaratabilir."
478,döngüsel,Tekrarlanan bir dizi aracılığıyla düzenli olarak tekrar eden.,Yoksulluk genellikle döngüseldir ve yetersiz eğitim ve fırsatlara erişim nedeniyle nesilden nesile aktarılır.
479,demagoji,Popülist duygusal çağrılar yoluyla siyasi manipülasyon.,"Demokratik toplumlarda demagojinin yükselişi, rasyonel ve kanıta dayalı yönetişim için ciddi bir tehdit oluşturmaktadır."
480,endemik,Belirli bir bölgede düzenli olarak bulunan ve yaygın olan.,"Kamu kurumlarındaki yaygın yolsuzluk, ihtiyaç sahibi vatandaşlara etkili hizmet sunulmasını engelliyor."
481,epistemik,Bilgiyle veya bilginin doğrulanma derecesiyle ilgili.,"Bilgiye dayalı alçakgönüllülük, kamu politikası oluştururken neleri bilebileceğimizin sınırlarını kabul etmeyi gerektirir."
482,acil,Acil müdahale veya dikkat gerektiren; acil.,"Mülteci krizinin acil talepleri, acil ve koordineli bir uluslararası müdahale gerektiriyordu."
483,sınır ötesi,Bölgesel sınırların ötesine uzanan veya bu sınırların ötesinde faaliyet gösteren.,"Bazı ülkeler, yurt dışında işlenen rüşvet suçları nedeniyle şirketleri yargılamak için uluslararası hukuk kurallarını uygulamaktadır."
484,jeopolitik,Coğrafyanın etkilediği siyasetle ilgili.,"Kritik öneme sahip mineral kaynakları için yaşanan rekabet, büyük güçler arasındaki jeopolitik gerilimleri giderek artırıyor."
485,heterojen,Çeşitli nitelikte veya farklı unsurlardan oluşmuş.,"Çeşitli bakış açılarına sahip heterojen bir iş gücü, daha büyük kurumsal inovasyonu teşvik edebilir."
486,sezgisel,Deneme yanılma ve pratik yöntemler yoluyla keşfi mümkün kılmak.,"Davranışsal iktisat, bilişsel sezgisel yöntemlerin bireyleri sistematik olarak mantıksız kararlar almaya nasıl yönlendirebileceğini ortaya koymaktadır."
487,melezleme,İki farklı elementi birleştirme süreci.,"Küreselleşmiş şehirlerdeki kültürel melezleşme, birden fazla gelenekten beslenen yeni yaratıcı biçimler ortaya çıkarıyor."
488,değişmez,Zaman içinde değişmez; değiştirilmesi imkansızdır.,"Bazı filozoflar ahlaki gerçeklerin değişmez olduğunu savunurken, diğerleri bunların toplumla birlikte evrim geçirdiğini ileri sürer."
489,amansız,Durdurulması veya önlenmesi imkansız; amansız.,"Deniz seviyesinin amansız yükselişi, dünya genelindeki alçak kıyı toplulukları için varoluşsal bir tehdit oluşturmaktadır."
490,sinsi,"Yavaş yavaş, sinsice ve gizli bir şekilde zarar verir.","Bilinçsiz önyargı, işe alım kararları üzerinde sinsi bir etkiye sahip olabilir ve iş yerindeki sistemik eşitsizliği sürdürebilir."
491,inatçı,"Yönetilmesi, çözülmesi veya ele alınması çok zor.","İsrail-Filistin çatışması, on yıllarca süren uluslararası diplomatik çabalara rağmen çözümsüz kalmıştır."
492,çok yönlü,Birçok farklı yönü veya boyutu olan.,"İklim değişikliğiyle mücadele, teknolojik, politik ve davranışsal değişiklikleri birleştiren çok yönlü bir yaklaşım gerektirir."
493,yeni başlayan,Henüz var olmaya veya gelişmeye yeni başlamış.,"Yenilenebilir enerji sektörüne yapılan yatırımlar, ülkelerin fosil yakıtlara olan bağımlılıktan kurtulmasına yardımcı olabilir."
494,normatif,Davranış standartlarıyla ilgili veya bu standartları belirleyen.,"Cinsiyet rolleri hakkındaki normatif varsayımlar, eğitim ve iş yeri politikalarının tasarımını önemli ölçüde etkileyebilir."
495,gizlemek,Bir şeyi belirsiz veya anlaşılması zor hale getirmek.,Siyasetçiler bazen halktan hoşlanmadıkları kararları gizlemek için teknik terimler kullanırlar.
496,paradoksal,Görünüşte çelişkili ama muhtemelen doğru.,Bilgiye erişimin artmasının her zaman kamuoyunun siyasi katılımının artmasına yol açmaması paradoksal bir durumdur.
497,simbiyotik,İki taraf arasında karşılıklı fayda sağlamayı içerir.,"Üniversiteler ve sanayi arasındaki karşılıklı bağımlılık ilişkisi, inovasyonu ve ekonomik rekabet gücünü artırır."
498,geçici,Kısa süreliğine süren; geçici.,Emtia ihracatına dayalı ekonomik patlamalar genellikle geçicidir ve kalıcı kalkınma yaratmakta başarısız olur.
499,her yerde bulunan,Aynı anda her yerde mevcut ve bulunuyor.,"Akıllı telefonlar o kadar yaygınlaştı ki, dijital dışlanma artık ciddi bir sosyal dezavantaj biçimi olarak kabul ediliyor."
500,hegemonik,Başkaları üzerinde egemen güç sahibi olmakla ilgili.,"Eleştirmenler, hegemonik Batı kültürel normlarının genellikle küresel kurumlar aracılığıyla gelişmekte olan ülkelere dayatıldığını savunuyor."
